,z
ATP5S,0.43465805
PITX1,0.43456596
EPHA1,0.43442547
APEX1,-0.4343226
NGLY1,0.43421534
MADCAM1,-0.43416333
UBQLN2,0.43389672
NDUFAF3,0.4338203
LAPTM5,0.4337637
C1QL1,-0.43373078
PTPN14,-0.4336871
API5,-0.4336616
ACSL6,0.4335537
URI1,-0.43352813
EHBP1L1,0.43326506
KIF2C,0.43310377
ADH1B,-0.4330038
F2R,-0.43294188
COL6A3,-0.4329085
MCM3AP,0.43269798
CAAP1,0.43257654
OGT,-0.43234387
POLH,-0.4321726
CYB561D2,-0.43204978
MAPK8IP2,-0.4320296
PLBD1,-0.43192774
LRP2,-0.43178475
PPOX,-0.43168515
IKZF5,-0.43164638
SNAP91,-0.43156624
CLCN4,0.43154028
WRAP73,-0.43152884
PISD,0.43151954
ATAD5,0.43149307
SLC16A5,0.43146157
NMNAT2,-0.43128964
PCBP3,-0.43127304
C1orf35,0.4311595
ADCK2,-0.43100798
POLDIP2,-0.4309343
TIE1,0.43093038
STK4,-0.43083692
CCDC9,0.43077046
HOMER1,0.43067577
MRPL24,-0.43048167
SUCLG1,0.4304118
GTF3C1,0.43025607
LUZP2,0.43025082
KIF5B,0.42993394
DYNLL1,-0.42989612
MMP27,0.42964035
RPS4X,-0.42962396
AQP5,-0.42951146
RPAP3,0.42905363
SFXN3,-0.4289279
C1QBP,-0.42889592
HMHA1,-0.42880866
DDO,-0.42876458
SURF2,0.42863116
CHD4,0.42862397
TPGS2,-0.4286146
TMEM5,0.4285995
ZFP30,-0.42857412
ZXDC,-0.42855108
ALDH3B2,0.42847696
STX7,-0.4282716
PMM2,-0.4281757
EIF1B,0.4281056
RAB13,0.42799452
TSPYL2,0.42775583
CLIC5,-0.4276489
APMAP,-0.42749393
ZNF14,0.4270135
GSTM5,0.42699784
REEP4,-0.42699212
IRF2BP1,0.42690778
SLC6A14,-0.42688185
DNAAF5,0.42679077
SUPT6H,0.4267058
RNF208,0.42657617
TTC19,0.42645326
SEC11A,0.42635137
ZNF391,0.42629415
CARD9,0.42615387
KRAS,0.4261274
KLF9,0.4260298
ARHGAP22,0.42584127
OXR1,-0.42580706
SLC43A1,0.42565304
SPN,-0.42548522
PPIA,-0.42544836
ALMS1,0.42540434
PCCB,0.42539656
DNMBP,0.42532825
MYOT,0.42516285
AP2M1,0.4250155
STT3A,0.4246757
IFIH1,-0.4245504
CLDN7,-0.42440706
STX16,-0.42428356
AGPAT2,0.4242268
NACC2,-0.42419088
AQP4,0.4241223
CASC5,0.4240579
OGFOD1,0.42403635
PMPCA,0.4240092
IGSF1,0.42374986
RMND1,-0.42369607
PPP1R15A,-0.42359284
HSD17B8,0.42352456
DOCK1,0.4234564
TBC1D13,0.4232933
SMAD5-AS1,-0.4231625
PLCE1,-0.4231165
RTCB,-0.42302388
MYH14,0.42282957
MICU2,-0.42255747
CREBBP,-0.42245263
PPM1G,-0.42222115
EGLN1,0.4221577
CMA1,0.4220512
SLC25A4,0.42182603
FAF2,0.42179385
GOT1,0.42170817
LEMD3,-0.4216739
OR12D2,-0.42167348
ACTR6,0.42165715
POLR3E,0.42160556
CALR,0.4214645
IMPA2,0.4213883
TIMP4,-0.42129266
RPS6,-0.42120135
TTBK2,0.42107654
PAK4,0.42106193
MCM2,-0.420996
TTC3,-0.4208525
ITPR1,-0.42082575
EIF4E,-0.42081365
CPNE6,0.42067942
NAV3,-0.42049414
HOXD10,0.4204407
NSMAF,0.42033887
ATP1B2,0.4202791
PRKRIP1,0.42018127
TDP2,0.42003527
E2F3,0.41986954
UCKL1,0.41956598
ZNF614,0.41949505
ZNF609,0.41944802
PHKB,-0.41935128
GPR19,0.41862988
FIGF,0.4185596
HIVEP2,0.41805756
ITPKB,-0.4179592
PRKRA,0.41791874
PRDX2,-0.4178719
PDE4DIP,-0.4177872
DPM2,-0.41766796
SNRNP35,-0.41764784
PCBD1,0.41758865
RAB27B,-0.41753957
NAA40,0.4172378
GPATCH3,0.417161
PSMD4,-0.41699788
MAGED2,0.4169333
MTA2,0.41671827
SLC1A6,0.41638732
G3BP2,0.41635966
NDRG4,-0.41632414
SOD3,0.41630077
EFNA1,0.41628504
CDK6,-0.41574273
MEX3D,-0.41565412
SCN4A,0.41554052
ASIC2,0.41553956
KANSL2,-0.41543996
ALAD,0.4153997
ROCK1,0.41531247
NKAIN1,-0.41519699
DFNA5,-0.41516203
SNRPD2,-0.41515905
OSBP,0.4151417
SBNO2,0.4150058
ADRB1,0.41499233
RELA,0.4145392
DOCK9,0.4145137
OGDHL,-0.4145003
ORC3,-0.4143179
DAXX,0.41431287
NBAS,-0.4142069
NAMPT,0.41415375
C9orf91,-0.41407278
POPDC2,0.41403392
TRAPPC11,-0.41403127
NDRG1,-0.41378736
PFKP,-0.41360202
MORF4L1,-0.41330183
AGAP1,-0.4132147
ANKRD12,-0.4131804
SREK1IP1,-0.41302755
SHOC2,0.4128006
NUP214,0.41259786
WT1,0.4122646
SLC2A1,0.4122361
TFB1M,-0.41202533
ACP2,0.41200662
C8orf33,-0.41191667
SS18,-0.41176787
ABCG1,0.4117185
ARL14,0.41154844
AMPD1,0.41147462
BLZF1,0.41137847
LYPLA2,0.41094112
SLC9A8,0.4108839
ARPC3,-0.41055408
DES,-0.41051608
COX11,-0.41048422
SCAPER,0.4102172
ERBB4,-0.4101364
SYNJ2,0.4098109
DIEXF,0.40980393
TAF6L,0.40966117
NUDT4,0.40964013
ZNF334,0.40956566
GPATCH8,0.40953445
CHD9,0.40941128
PPT1,0.40916345
CSF1,-0.40915522
CHI3L2,0.4091503
SEMA3G,0.40898123
RBM23,0.40888503
FBXW7,0.40880013
CYP4F11,0.40878478
CDK12,0.4087667
EMC9,0.40870756
SLC16A10,-0.40868244
HLA-C,0.4086076
NOP56,0.40850958
PRR13,-0.40841386
GPR153,0.40823305
GRIA2,-0.40810052
SEMA6D,0.40794927
SLC13A3,-0.40794632
FSTL1,0.40781927
TRIM46,0.40770757
PLSCR1,-0.40753257
GNG5,0.40744632
PCBP4,-0.4073863
TRMU,-0.40737993
ZNF804A,-0.40683246
C5orf42,-0.40681297
SLC29A3,-0.40658557
CRTC1,-0.40645504
BAIAP3,-0.40639266
TUFM,0.40630615
PAX3,-0.4060277
SLC12A7,0.4059177
VPS53,-0.40588385
MAN2B1,-0.4057941
EIF4B,-0.4057051
CSK,0.40552768
RFXANK,-0.40550902
UBE2J1,-0.40533572
CDK13,0.40510795
TGFBI,-0.40508175
STXBP6,0.40480986
HPN,0.40476182
LHFPL2,-0.40469408
CLOCK,0.40455645
CLTC,0.40448916
WASL,0.40446258
ZNF281,0.40438586
ATP5H,0.40394956
FAM212B,-0.40386128
SOS1,0.4038089
USP16,0.40376097
FILIP1L,-0.40374446
NUP153,-0.40373904
S100A14,0.40368816
POLR2E,-0.40363586
PARP4,-0.40359458
POGK,0.40352666
ARL4A,-0.40342656
MAN2C1,0.40339863
METTL8,0.40334284
GSK3B,-0.403329
ZMAT4,-0.40318403
TMEM144,0.40311694
TNFSF14,-0.40296206
B3GALNT1,-0.40290496
LYPD3,0.40286487
NBEAL2,0.40285245
BRIP1,0.4025594
SRGN,-0.40253842
AES,-0.4022002
TSNAX,0.402071
KIAA0513,0.40201402
TPST1,0.40200996
ICOSLG,0.4019379
BDNF,-0.40170783
TMPRSS4,-0.40165958
MEIS2,-0.40159154
ASIC1,0.40156284
IPO8,-0.40143687
ARSJ,-0.4013356
MRPL2,-0.40130585
SOX5,-0.4012377
ANGPT2,0.4011932
ECI2,0.40109324
MYCN,0.40087408
TTK,0.40087116
GNA11,0.40080798
ZNF606,0.40065256
SLC11A1,0.40057117
SLFN12,-0.40030426
ACSF2,-0.40002987
MEOX2,0.39999172
SIRT2,0.39995286
PRR36,0.39988527
EIF3E,-0.39969668
IPCEF1,-0.39965126
PRDX6,0.3996079
CHMP1B,0.39939746
SYT1,0.39931017
CLDN10,0.39912367
HIPK2,0.3991086
EPHX2,0.39898032
FAF1,0.39881977
TGIF2,0.39853007
FBXO7,0.3984693
PSMD10,-0.39843446
TESK2,0.39835632
RB1,-0.398344
RPL27A,-0.39832842
RWDD1,-0.39824936
VTI1B,-0.3982267
PROSC,0.39814514
USP33,-0.3978873
TM2D3,0.39773744
RUVBL2,0.3976666
IL18,0.3972553
CDH10,-0.39714637
P2RX7,0.3970859
ATIC,0.39703906
SLC35G2,0.39693555
ALDH1A2,-0.39692944
KIAA0100,0.3968625
NPL,0.39680257
SH3BP2,0.39662078
CDK8,0.3964384
TAPBP,0.39637354
TPM4,0.39635885
DDI2,0.39635408
TLR7,-0.39627412
RYR3,0.39627266
ITIH3,-0.3959831
UGCG,0.39593256
SERPINI1,-0.39589357
COPB2,0.39586964
DENND2D,-0.39576077
ICE2,0.3956718
IFT122,0.395566
ZNF75D,0.39554632
GPN2,0.39525574
ICE1,-0.39524508
HNRNPL,-0.39509276
SERPINE2,0.3949737
GPC4,0.3949704
ALOXE3,0.39485157
NISCH,-0.39465222
INTS6,-0.39437842
SOX18,0.39427072
ELMO2,-0.39421102
UBE2H,0.39419344
KCNK2,-0.3938144
NFE2,-0.39373505
CENPO,-0.39372095
RABEPK,-0.39355803
EFR3A,0.3935344
ADD2,0.39349914
STS,0.3934102
TRIM23,0.39314726
SPTB,-0.3930984
ANKMY1,-0.39300835
GALNT3,0.39285696
CISD1,-0.39273953
CERS2,0.3926747
GCH1,0.39257747
AP3M2,-0.39228976
GINS4,0.3920085
TRIAP1,0.3917605
LMCD1,0.39168757
CRYAB,-0.39163303
MGA,-0.39163202
PTPRT,0.39134082
KIF4A,-0.39119697
SH3GL2,-0.3910819
CTSD,-0.39102742
COX15,0.39099792
R3HDM1,0.39085826
VWA1,0.39068788
RPS6KA2,-0.3906016
CPNE1,0.39041921
UBA6,0.39031225
RNF31,0.39025608
NMT1,-0.39025363
EFNB3,-0.3902335
PPFIA3,-0.39004797
TRMT61B,0.39000064
DNASE2,-0.38998437
SRPK1,0.38981324
UROD,-0.38978553
RALGPS1,-0.38961193
RALB,-0.38957107
SF3A3,0.3895699
INPP5A,0.3894986
TBXAS1,0.38942546
PTPN11,-0.3893201
XDH,0.38922045
ZDHHC24,-0.38918185
GMEB2,0.3887568
SLC35A3,0.38868898
CHP1,-0.38862473
PEX11A,-0.38857743
GAD1,0.38851017
TRMT2A,0.38847423
PEF1,0.3884678
FAM163A,0.38836533
TNFSF9,-0.38822645
ENG,0.3881966
DDX41,0.3880181
CLEC2B,0.38797235
RAC2,-0.38775983
FGR,-0.3876267
TMEM160,-0.38756627
ZNF557,-0.38732857
GPR20,-0.38719982
RAD23B,0.38714424
HR,-0.3870799
PLEKHB1,-0.38702735
AHCTF1,0.38702723
SPTBN5,0.38699013
FXR2,0.3869219
PPP1R10,0.3869129
TRIM21,0.38679907
SPAG16,0.3867458
CUBN,-0.38670972
HAUS4,-0.3866349
PPP2R1A,0.3865756
GAP43,0.38640976
VAMP8,0.38640788
CDV3,-0.38639307
ENO3,0.38631433
PHF8,0.386311
CEP63,0.3859344
PPWD1,-0.38581902
CCDC181,-0.38560572
PTGES,-0.38557166
RIN2,-0.38555276
ATG14,-0.38546342
HELLS,-0.3853763
HOXC5,0.38532367
MBNL2,-0.38528073
IRF1,0.38496846
NDUFS1,0.38487482
THBS3,-0.3844377
PSMB8,0.3843133
ZBED4,-0.38400108
APOL6,-0.38395464
PNMAL1,-0.38394257
GDI2,-0.38389608
SKP1,-0.383607
NMI,0.38360414
KIAA0141,0.38357574
C1R,0.3835324
KRBOX4,-0.38341615
GOLGA8A,0.38323903
TMEM38B,0.3832223
RPL29,0.38310352
SLC25A10,0.38282424
LRRC17,-0.38261917
ZBTB17,-0.38254356
TMEM134,-0.38252974
TXN,0.38236988
FAM193B,-0.38232842
AAMP,-0.38230824
PTPRC,-0.3822735
PRSS22,0.38194257
MARCKSL1,0.38181418
ETAA1,-0.3816978
ABCC1,0.38163486
TRIM5,-0.38152578
ATP10D,-0.3814489
CUL1,-0.3813538
SNCB,0.38132873
HSPA12A,-0.38127172
HMGN5,-0.3804783
MARK4,0.37986794
POLR2B,-0.37983173
BCL11A,-0.37949446
SELENBP1,0.3794881
TNMD,-0.37924594
HSDL2,0.3792322
PTP4A3,0.37917003
ZNF234,-0.37910354
LRRC41,-0.37904716
AGA,-0.37902603
DNM1L,0.37899902
ZNF335,-0.37898457
LINC00894,-0.37869292
DEXI,-0.37846994
PERP,-0.37845856
UGP2,-0.37833345
HCCS,0.37814173
SYT11,-0.37812433
PDHX,0.37780714
SF3B1,0.37776566
INTS9,0.37771022
IL36RN,0.37770534
ACSL1,0.37770173
CTNND2,-0.37763733
KLHL2,0.37737957
TMEM147-AS1,-0.37723505
NCAN,-0.37718803
ENTPD4,-0.3771038
FAM46C,-0.37651554
CDKN2D,0.37648666
CRIPT,-0.37642908
INADL,-0.37635726
CASC3,0.37633407
F2RL1,0.3757966
ANAPC5,0.3757318
PCYT2,0.37569433
NUDT2,-0.3756829
GRAMD1B,-0.37562665
PLCB3,0.37552243
SIGLEC8,0.37537053
SLC9A3R1,0.3752082
PHKG2,-0.37520587
B4GALT3,0.37518907
TRAK2,0.3751595
PEX14,-0.3749286
ANOS1,-0.37491918
SRPX2,0.37485492
TRIB2,-0.37484342
PER1,0.37483668
BCAS2,0.3747282
MMP9,-0.37472
PLCG1,-0.3746847
ANKRD49,0.3745533
RAD54B,-0.37431163
SORBS1,-0.3741317
LZTS3,-0.37402993
METTL5,0.37382644
TGM1,0.37376854
OLA1,0.3737585
ZNF12,-0.373705
MTMR1,0.37363794
PALMD,-0.3735757
EIF2B1,-0.37348115
CCT3,-0.3729933
PSMC5,-0.3729014
TXNRD3,0.37287337
SLC12A5,0.37230882
EBLN2,-0.3722775
SLC35C2,-0.37202665
ACTR3B,-0.37179258
NBEA,-0.3716228
DOCK6,-0.37149724
SERPINF1,0.3713572
CBX4,0.37130767
MDM4,0.3712109
UBE3C,0.3711915
CCL18,0.3711388
DLG1,0.37109548
RNF25,-0.37109166
NIP7,0.37108597
CCP110,-0.37107286
MED25,0.37100798
NSMCE4A,0.37094867
MAPK10,-0.37092054
GMPR,-0.37084475
MAG,0.3708009
CD86,0.37079394
SLCO4C1,0.37070167
MISP,-0.37068498
ZNF215,0.3704242
SRC,-0.37037307
WDR11,0.37032166
TSG101,0.37030762
CMAS,0.37027735
PGAM1,-0.37027374
RNF144A,0.3702705
SYNE1,-0.37025368
ENO2,-0.37024713
CCL11,0.3700559
SLC35A5,-0.3700509
NRIP2,0.370017
CXCR2,0.36980754
WNT7A,-0.36971664
SLC25A1,-0.3695291
TRIM44,0.36948687
CALCRL,0.36928886
FBXO38,-0.36913902
TRMT61A,0.36882722
FNBP1L,-0.368799
ADA,-0.36877146
CBX3,0.36874583
TPSB2,0.36871508
CDC42BPA,-0.36865595
LAIR1,-0.36841244
CXADR,0.3683486
KDM4B,-0.36804658
ASB6,0.36801374
HSPA6,-0.368002
CNGA1,-0.36794823
SPRED2,-0.3679116
HLA-F-AS1,-0.36774802
KLK11,-0.36755928
NFKBIL1,-0.3675396
WWP2,-0.36752802
CLUHP3,-0.36751458
NEB,0.36731994
STAG3L4,0.36705583
PPM1A,-0.36694533
TUFT1,0.36688554
TIMM50,-0.36688432
MYT1,0.36646014
TUBG1,0.36645466
APBB1,0.36639518
THBS1,-0.36616072
NRXN1,-0.36579978
HERPUD1,-0.36571625
DACH1,-0.36560607
SLC39A1,-0.3655914
CSTA,0.36529562
FOXJ2,0.3652787
CALCOCO2,-0.36500615
ATP5G3,0.36472812
CUL2,0.36468133
ADCY9,0.3645191
MT3,-0.36431897
CEPT1,0.3641631
OPLAH,-0.3640415
BCCIP,-0.36403054
CDC27,-0.36395794
COL4A3,-0.3639423
CHORDC1,0.36392033
TSFM,-0.36383754
PRPSAP1,0.36378616
TARS2,-0.36359912
RBM25,0.36359024
LEPR,-0.36345094
GPM6A,-0.36333513
KIAA0391,0.36320037
TMEM45A,-0.36287105
KPNA5,-0.36281753
MX2,-0.36275065
KCNJ2,-0.3625036
MSX1,-0.36246058
DCTN1,0.36240304
DIAPH2,0.36235493
SMG8,0.36234
SFMBT1,0.36229065
VPS37B,0.36221564
LAMB3,-0.3620689
NUP133,-0.3620613
WARS,0.36197865
AP5Z1,0.36189997
KIDINS220,-0.36188444
CCDC81,-0.3617919
ITM2B,-0.36172426
PFDN2,0.36164224
C1orf174,0.36158377
CCT4,-0.36158228
SORBS2,0.3615812
FZD10,-0.36146408
SMC3,0.3614006
ALDH3A1,0.36121923
ISG15,-0.36092067
BMP5,-0.36072183
STX11,-0.36043295
ANK2,-0.36039162
DNAJA1,-0.36022106
ZNF273,-0.3601051
PLXNC1,0.35986933
COIL,-0.35986406
GINS3,0.3597291
NEUROD6,-0.35945895
RAC3,0.359122
PLEKHA8P1,0.3588423
MMACHC,0.3586308
EHD1,0.35844538
IFITM2,-0.35833913
SRBD1,-0.3581146
NUP160,0.35807183
GNG12,0.35796732
DENR,0.35795766
PTCD3,0.35777575
ARMC8,0.35758007
HIBCH,0.3575777
KPNA2,0.3574775
CTC1,0.35724896
CACNA1C,0.3572262
ABCG4,-0.35706222
SDF4,-0.35699946
TSEN34,0.3569716
DEF6,0.3568704
EIF2AK2,0.35671028
CAPN15,0.35664582
LZTS1,-0.35640585
SFRP1,-0.35637552
SSFA2,0.35631326
AGT,0.35619807
EXOC5,0.35585946
GTF2F1,-0.3558336
CALY,-0.3557582
CDK5RAP3,-0.35573044
TRIP4,0.35569733
LAMC3,0.35555393
C16orf59,0.35553905
GTPBP4,0.3555171
BCL2,-0.35550213
MOBP,0.35546297
ANGEL2,0.3553691
HERC2,0.35528046
SPAG5,0.35501498
AMFR,-0.35497972
STC1,-0.35480773
LMNB2,0.35464707
GRHL2,0.35464358
GTPBP1,0.3546302
LSM4,-0.35404065
ANKRA2,-0.35401988
CASP4,-0.35392788
CDH11,0.35383433
ATPAF2,-0.3538211
NDUFS4,0.3537712
MXI1,-0.35364336
KDM4D,0.35348988
AMT,-0.353243
NINJ2,-0.35319477
PAK7,0.35316092
WSCD1,0.35310307
ZNF207,0.35303473
ELSPBP1,0.35260552
GTF2IRD1,0.35255623
RXRB,0.3525008
MAST4,0.35248595
ORAI2,0.35248542
CNKSR1,0.3524417
PIK3C3,-0.35237992
COMMD10,0.35235995
FAM155B,0.35195222
TBX3,-0.3518342
SVEP1,-0.35174844
SCCPDH,0.3516922
TUBB4A,0.35163617
FCHSD2,0.35162246
CHGA,-0.35148427
TENM4,0.35111344
GIMAP4,0.35075873
KCTD17,0.35066247
NCKAP1,-0.3504947
NOCT,0.35040554
XRCC1,0.350397
ME1,-0.3502342
RPS4Y1,-0.3501814
DROSHA,-0.34996477
HCFC2,-0.34993112
C8orf44,-0.34961617
TP73,0.34951577
CCR1,-0.34942088
TINF2,0.3492302
CBFA2T2,0.34908086
BAIAP2,0.34893876
SLC25A15,0.34892792
ANKRD10,-0.34892076
PRKAB1,-0.34885997
CIDEA,-0.348797
BCR,-0.34873295
MITF,-0.34852922
HACD1,0.34843475
ARRB1,-0.3481106
FABP6,-0.34795785
COX10,0.34775352
TSPAN13,0.34775135
RSL1D1,-0.3477093
RC3H2,0.34738317
NR4A3,-0.34733343
ZNF764,0.3473027
CTSZ,-0.34712124
SPI1,-0.34693652
GRK4,0.3468681
LIMA1,0.3467806
AKT1,0.34675646
CD1E,0.34672585
VAC14,0.34663385
TRIM68,0.34652737
AUNIP,-0.34651637
DBT,0.34650236
MEGF9,-0.3464916
FERMT1,0.3464377
BCL2L10,-0.3464095
CLPB,0.34630466
TMEM33,0.34621638
RAMP1,0.34611243
APOBR,-0.3460313
CBFA2T3,0.3459518
CACFD1,0.34566838
JUND,-0.3456361
POP1,0.3456102
ADAM28,-0.34525645
C1QA,-0.34517968
NAB1,0.34512946
POLA2,0.34493932
FAM111A,0.34461048
CDK5RAP1,0.34459597
VOPP1,0.34441787
WBP4,0.344312
CACNA1G,0.34423786
CTBP2,0.34415305
COL6A2,0.34409526
FXYD1,0.34392917
EEA1,0.34390104
WDR76,-0.34371546
DRAP1,0.34355867
MED8,-0.34335557
RASSF7,0.3433177
USP48,0.34330764
CDK1,-0.3432741
PRMT1,0.34319723
ICAM5,0.34292185
CYP2D6,-0.34292153
LY6G5C,-0.34291354
PTPRO,0.3429024
RFPL2,0.34275764
DAPK2,0.3426913
ARHGEF12,-0.34263074
ERMP1,-0.3426127
MARCO,0.34236652
TMEM100,-0.34233767
PGAP2,-0.3421709
EIF4A2,-0.34214333
DGKI,0.3416242
THOC7,-0.34140828
EMP1,-0.3413407
PRPF31,0.34130496
MOCS2,0.3411898
GOLGB1,0.34099665
CFAP20,-0.3409233
PRC1,0.34087753
CRHBP,0.34074455
LYRM2,-0.3406841
POM121L9P,-0.3406765
LRRC23,-0.34049228
GZMM,-0.34036958
CLU,-0.34031677
TPRKB,0.34023985
PCBP1,0.34015092
ZNF93,-0.33991024
TMEM184C,-0.33973268
NELFCD,0.33961457
CDR2L,-0.33953482
CARTPT,-0.33953065
LMO1,-0.3392244
SLCO2A1,0.3391674
MCOLN3,-0.33892673
BAX,-0.3388185
GK3P,-0.3386999
VAMP7,0.3386723
PTPRR,0.33849883
SLC16A2,-0.33833748
JAM3,0.33831438
NPTXR,-0.33813572
SLC25A23,-0.33808035
EPS8L2,0.33802933
MIPEP,-0.33766335
FBXL6,-0.33765203
KCNK12,-0.33759683
LRRTM4,-0.33723262
HPS4,-0.33722535
PPIG,0.33716667
EPHX3,0.3370057
LOC730101,-0.3369699
NUDT3,-0.33696538
GJA5,0.336824
BRAP,0.3367082
OCA2,-0.33670598
S100B,-0.33650857
SLC37A1,0.3364883
RARRES2,-0.33632258
TMEM80,-0.33626652
C9orf40,-0.33616808
KIAA0040,0.33611113
PTMS,-0.33608103
NQO1,0.33607784
FAM65B,0.33594206
VWA9,0.33578688
SELT,-0.33560055
CDC23,0.33535305
SLC7A5,0.33530962
CXorf57,-0.33518648
MAP3K1,0.33504525
MMP12,-0.33500633
URM1,0.33498576
HNRNPUL1,0.33485904
ESRP1,0.33462447
RIC8B,-0.33457327
GFAP,0.33455306
ZNF276,0.3344251
SF3B4,-0.33436406
PRKG1,-0.33433035
NFYB,0.3342761
C14orf93,0.33426157
SERTAD2,0.3342035
ZNF440,0.3341487
GREM2,-0.33410785
NUP43,0.3340005
ARID4B,-0.33391163
RPL13P5,0.33377975
KDM7A,0.33372957
SMPD1,-0.3336441
UBR4,-0.3335261
GTPBP8,0.33328554
ZNF839,0.33303753
POLI,-0.33279684
COMMD4,-0.33247727
TPSAB1,0.33244076
PSEN2,-0.33232647
SCEL,0.3320557
FOXO4,0.332045
SRD5A1,-0.33191946
HIST1H2BG,-0.33188933
CHST10,0.33188283
GIN1,0.33168286
SLC11A2,0.33164376
CCDC90B,-0.3315941
HTR1E,-0.33149573
GBAS,0.33149093
TIAL1,-0.33129343
MZT2A,-0.33119643
HPGDS,-0.33104008
RGS4,-0.33101627
ARFIP2,0.33079275
HOOK2,0.33069667
STOML2,0.3306855
MAP4K5,0.33060107
UBE2D1,-0.33035344
GVINP1,-0.3302083
CYBRD1,-0.33015355
ATP6V1C1,0.33006746
UTP18,0.3300277
PGRMC2,0.32993177
ADGRF5,0.3299116
AHI1,0.32983214
HIST1H2AC,-0.32976168
NCR3,0.3297353
TNFSF8,-0.32968512
AFAP1,0.32964307
ACOX3,-0.3295948
RNF38,-0.32953146
LAMP3,0.32940894
CTSG,0.32938313
TRAFD1,-0.32922858
ITCH,0.3291869
SATB1,-0.3291502
PRKAR1A,0.32914606
CDS1,0.32909158
FXN,0.3290861
CD1A,0.3289687
ERGIC2,-0.32846868
SLC27A5,-0.3283676
PAM,-0.32829672
CIZ1,0.32829425
NSG1,0.32827762
TLK2,0.32817942
RNF7,-0.32813537
PBRM1,0.32812193
APH1B,-0.3280782
GTF3C4,-0.32804853
EIF4H,-0.3277676
RAB4A,0.32774875
CTNNBL1,-0.32765433
NTRK3,0.32762808
ACTR10,0.32758385
SPIN1,0.32744095
RPLP0,-0.32735425
KDM1A,0.3272745
MON1B,0.32721275
EI24,-0.32712764
SMNDC1,-0.32711214
RBM3,0.3270091
MTFR1,0.32694831
CDKN2C,-0.32689384
ADM2,0.32672358
ERO1A,-0.32645375
CDT1,-0.32614815
CTNNA2,0.32606867
EZR,-0.32596874
CPNE3,-0.32596707
MARS,-0.32582718
PNMT,-0.32571548
PLAA,0.32562345
PHF3,0.32551855
GYPC,-0.32534727
HCFC1,-0.32528713
PRSS12,-0.32525495
CLEC7A,-0.32525185
ZNF268,-0.3251911
KIF2A,0.32517228
VPS37C,-0.325096
DNAJA2,-0.32506287
POP7,0.32504708
PBK,0.32488802
MIER2,-0.3248767
ZNF654,0.3248055
GABRA4,0.32475364
CPED1,-0.32468343
RAP1GDS1,-0.32462937
FOXL2,-0.32461894
SCUBE2,-0.3245781
APRT,0.32455182
SCNN1D,0.32454777
KRT7,-0.32448816
MBD4,0.32447827
TM7SF2,-0.32438332
GAS6,0.32436115
LMO2,-0.3242261
CD48,-0.32418454
KNOP1,-0.3241316
EIF4EBP1,0.32381523
WNT4,0.32374528
CDC14A,-0.32368186
FAM102A,0.32367134
DONSON,0.32365233
FEZ2,-0.32363242
AREG,0.32362503
PVRL3,0.32349843
WDR4,0.32347238
GINS2,0.3233245
BRF1,0.3232463
TFF3,0.32314107
PCDHGA3,0.32303637
ALDH3A2,-0.32301584
MC4R,0.32291085
ESF1,0.32290798
CD7,-0.32282233
KIAA0922,-0.32269865
TMEM131,-0.32250097
PEA15,0.32248056
CCDC134,0.3224573
NUP58,0.32241237
RAB3D,0.32236612
BICC1,0.32232922
PDE9A,0.32204342
TRIM62,0.32199967
FAS,-0.32191956
BCORL1,0.3218311
POLR3K,0.32169914
ADGRE2,-0.3216315
C14orf79,0.32161224
AKAP17A,-0.32156667
AUTS2,0.32147104
TSPAN2,-0.32146707
RASGRP2,-0.32119215
DUSP13,0.3211368
PTS,0.3209264
TUBG2,0.3208689
DHRS12,0.32078093
BOP1,-0.3206265
N4BP2L2,0.32054937
GCC1,-0.32042128
RGCC,-0.32038653
TMEM223,-0.32032642
SACS,0.32024217
LBP,-0.32023543
PSMA6,-0.31989953
SRP54,0.3198744
SPATA6,-0.3198659
RFC1,-0.31981984
RNF8,-0.31979066
MS4A4A,-0.3196751
SYNPO,0.31959432
DCX,0.31956154
NRDE2,-0.31954694
CACYBP,-0.31954658
CDK20,-0.3195274
EGLN3,0.31949323
FUT8,0.3194727
ARHGAP17,-0.31937104
SPTSSA,0.31918
DDB1,-0.31905353
MYBPC1,0.31894696
NAGLU,-0.31872243
PTTG1IP,0.31866407
NEK7,0.31847647
NDUFA3,0.31830812
HBS1L,0.31822798
SEPT8,-0.318176
OGDH,-0.3181721
YAF2,-0.31803071
U2AF2,0.3178138
DOPEY2,-0.31779426
SCG5,0.31763417
CERS4,-0.31745172
SLC26A10,-0.3172412
MAST1,0.3171069
PDE6B,0.31706327
FKBPL,-0.3168109
SERGEF,-0.31678376
PCSK6,0.3167771
MARCH3,0.31645852
TCL1A,-0.3164219
SP2,-0.31627932
FOLR1,-0.31626335
RXRA,0.316214
ADAMTS9,0.3162043
PAK1IP1,-0.3160855
XCL1,-0.31596196
PCDHA9,-0.31591368
KCNJ6,0.31589308
YKT6,0.3158425
DDX6,0.31566015
OAT,-0.31556225
ATAD2B,-0.31535262
CXCL9,0.31535062
ITGB8,-0.3152264
RAB8B,-0.3150683
COL8A1,0.315047
LYL1,0.3150222
TBK1,0.3150075
PID1,-0.31497857
TIMM22,0.31493407
MYH9,-0.31472135
WDR61,0.31468925
ZNF385D,-0.31425047
FCER1G,-0.31421593
CHAF1B,0.3141677
TFE3,0.3140162
